Région;Récolte;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
75 - Nouvelle-Aquitaine;          BO - Autres feuillus;18,924;11,982;13,318;10,197;12,086;14,032;19,284;20,578;22,034;19,809;20,58;17,868;29,764;8,353;6,28;6,521;5,291;4,673;7,265;5,659
75 - Nouvelle-Aquitaine;     BO - Conifères;5697,082;5767,072;6248,184;5656,82;9115,783;6769,54;5735,558;4198,7;4252,882;4293,613;4338,335;4401,227;4408,694;4321,07;4027,54;3362,995;3901,553;4015,074;3652,997;3609,53
75 - Nouvelle-Aquitaine;          BO - Sapin-épicéa (jusqu'en 2018);487,613;534,896;573,617;476,352;327,645;447,823;506,028;484,452;498,162;453,992;486,934;480,814;501,248;481,744;0;0;0;0;0;0
75 - Nouvelle-Aquitaine;          BO - Sapin (depuis 2019);0;0;0;0;0;0;0;0;0;0;0;0;0;0;149,716;87,139;115,25;105,486;92,935;84,384
75 - Nouvelle-Aquitaine;          BO - Epicéa (depuis 2019);0;0;0;0;0;0;0;0;0;0;0;0;0;0;301,612;344,466;375,723;370,872;397,309;324,031
75 - Nouvelle-Aquitaine;          BO - Douglas;341,434;353,408;358,291;344,237;221,313;265,097;298,054;316,118;310,287;319,824;332,593;363,744;438,775;475,476;554,381;510,408;588,959;579,545;554,962;517,118
75 - Nouvelle-Aquitaine;          BO - Mélèze;23,749;22,563;34,001;38,89;74,939;28,396;34,48;37,854;25,299;23,064;25,369;25,091;30,4;29,022;27,478;19,431;28,8;27,467;25,575;18,146
75 - Nouvelle-Aquitaine;          BO - Pin maritime;4695,218;4686,19;5151,4;4688,957;8356,782;5890,46;4760,408;3203,476;3244,969;3270,263;3331,299;3370,853;3266,556;3140,663;2787,992;2218,288;2598,2;2746,366;2407,519;2535,285
75 - Nouvelle-Aquitaine;               BO - Pin maritime à placages;302,501;351,805;374,114;378,373;663,63;291,605;283,841;275,792;284,947;312,592;284,568;271,461;289,566;252,998;242,102;231,235;242,808;245,159;216,067;191,806
75 - Nouvelle-Aquitaine;               BO - Pin maritime à sciages;4392,717;4334,385;4777,286;4310,584;7693,152;5598,855;4476,567;2927,684;2960,022;2957,671;3046,731;3099,392;2976,99;2887,665;2545,89;1987,053;2355,392;2501,207;2191,452;2343,479
75 - Nouvelle-Aquitaine;          BO - Pin sylvestre;95,462;130,762;103,738;78,307;65,262;76,531;50,269;60,672;61,541;56,327;57,851;54,804;54,082;40,795;59,972;43,273;67,324;75,399;74,531;31,794
75 - Nouvelle-Aquitaine;          BO - Autres conifères;53,606;39,253;27,137;30,077;69,842;61,233;86,319;96,128;112,624;170,143;104,289;105,921;117,633;153,37;146,389;139,99;127,297;109,939;100,166;98,772
75 - Nouvelle-Aquitaine;BI - Bois d'industrie;4523,699;4391,319;4448,322;4405,681;6615,211;7796,065;5740,62;4160,01;3837,159;4183,404;3904,724;3800,462;3930,036;3868,321;4143,353;3800,486;3782,136;4193,252;4455,618;4516,461
75 - Nouvelle-Aquitaine;   BI - Bois de trituration;4361,425;4218,466;4299,837;4244,725;6462,516;7648,339;5584,236;3975,619;3633,864;3951,512;3582,451;3510,661;3663,911;3626,47;3919,049;3565,035;3537,065;3953,714;4202,836;4275,707
75 - Nouvelle-Aquitaine;     BT - dont bois de trituration certifié*;1792,588;2222,984;2246,371;2570,936;5066,438;5941,236;4393,852;3097,605;2789,807;3026,902;2428,93;2454,625;2634,146;2685,753;2757,186;2600,623;2544,395;2957,338;2914,496;3172,017
75 - Nouvelle-Aquitaine;     BT - Feuillus;1212,492;1089,656;1024,469;1070,305;915,126;891,038;872,41;840,683;805,91;957,605;887,891;866,125;993,037;946,836;963,758;943,054;882,874;860,562;796,462;821,082
75 - Nouvelle-Aquitaine;     BT - Conifères;3148,933;3128,81;3275,368;3174,42;5547,39;6757,301;4711,826;3134,936;2827,954;2993,907;2694,56;2644,536;2670,874;2679,634;2955,291;2621,981;2654,191;3093,152;3406,374;3454,625
75 - Nouvelle-Aquitaine;          BT - Conifères blancs : sapin, épicéa;100,386;94,762;94,551;84,939;55,73;60,814;113,583;103,859;88,948;159,516;177,05;119,953;118,985;134,909;185,48;144,833;170,185;179,981;231,56;177,382
75 - Nouvelle-Aquitaine;          BT - Pins maritimes;2836,85;2785,406;2930,019;2862,874;5260,878;6397,427;4268,304;2806,108;2566,369;2642,692;2293,028;2294,082;2265,062;2303,55;2566,926;2284,795;2310,862;2734,1;2961,669;3086,117
75 - Nouvelle-Aquitaine;          BT - Autres conifères rouges;211,697;248,642;250,798;226,607;230,782;299,06;329,939;224,969;172,637;191,699;224,482;230,501;286,827;241,175;202,885;192,353;173,144;179,071;213,145;191,126
75 - Nouvelle-Aquitaine;   BI - Autres bois d'industrie;162,274;172,853;148,485;160,956;152,695;147,726;156,384;184,391;203,295;231,892;322,273;289,801;266,125;241,851;224,304;235,451;245,071;239,538;252,782;240,754
75 - Nouvelle-Aquitaine;     ABI - dont bois d'industrie certifié*;4,672;40,215;18,935;43,421;63,289;49,248;61,727;81,806;60,243;78,932;134,563;161,889;151,249;136,367;121,721;116,497;125,259;112,344;125,968;110,882
75 - Nouvelle-Aquitaine;     ABI - Feuillus;143,86;131,402;138,724;132,143;137,952;139,267;141,177;149,13;144,056;151,666;177,56;195,982;168,418;169,975;161,972;169,87;174,887;176,276;207,444;195,362
75 - Nouvelle-Aquitaine;     ABI - Conifères (dont poteaux);18,414;41,451;9,761;28,813;14,743;8,459;15,207;35,261;59,239;80,226;144,713;93,819;97,707;71,876;62,332;65,581;70,184;63,262;45,338;45,392
75 - Nouvelle-Aquitaine;BE - Bois énergie;357,676;383,801;366,547;424,325;642,478;864,687;1019,285;870,823;1025,371;947,648;1075,72;1150,286;1115,166;1115,882;1145,291;1175,897;1285,742;1242,195;1271,171;1211,064
75 - Nouvelle-Aquitaine;     BE - dont bois énergie certifié*;73,853;91,174;114,524;125,647;350,946;499,371;548,506;404,895;516,49;458,199;494,697;630,42;601,487;556,385;559,44;596,624;673,456;673,925;641,515;546,117
75 - Nouvelle-Aquitaine;     BE - Bois de chauffage commercialisé (bois bûche) (jusqu'en 2010);299,057;338,664;311,805;331,078;386,868;389,74;0;0;0;0;0;0;0;0;0;0;0;0;0;0
75 - Nouvelle-Aquitaine;     BE - Bois de chauffage cédé gratuitement (jusqu'en 2010);3,7;4,69;5,126;3,956;8,554;5,593;0;0;0;0;0;0;0;0;0;0;0;0;0;0
75 - Nouvelle-Aquitaine;     BE - Bois ronds > 2 m (dont carbonisation) (depuis 2011);21,21;21,086;18,712;13,696;26,872;65,224;260,818;206,617;255,011;256,646;291,981;302,278;344,067;184,758;180,675;190,914;166,305;142,404;231,381;155,417
75 - Nouvelle-Aquitaine;     BE - Bois en rondins et bûches < 2 m (depuis 2011);0;0;0;0;0;0;516,892;454,488;540,549;457,995;411,673;383,745;407,231;588,423;571,075;536,464;589,968;589,504;565,447;476,047
75 - Nouvelle-Aquitaine;     BE - Plaquettes forestières;33,709;19,361;30,904;75,595;220,184;404,13;241,575;209,718;229,811;233,007;372,066;464,263;363,868;342,701;393,541;448,519;529,469;510,287;474,343;579,6
76 - Occitanie;RBC - Récolte de bois commercialisé;2388,4;2523,162;2541,445;2612,125;2260,299;2306,072;2432,229;2504,452;2534,255;2763,083;2672,764;2803,109;2815,248;2900,541;2719,656;2594,629;2777,628;2677,919;2497,338;2522,103
76 - Occitanie;     RBC - dont bois certifié*;537,483;892,443;1049,169;1092,455;933,461;933,98;860,046;979,987;901,46;1029,102;1004,971;1233,453;1321,353;1340,08;1262,679;1185,159;1144,808;1104,284;990,167;1092,724
76 - Occitanie;BO - Bois d’œuvre;1200,696;1344,191;1371,939;1400,249;1173,325;1194,255;1212,584;1222,471;1196,096;1297,256;1236,488;1329,653;1379,859;1549,061;1383,328;1212,273;1429,524;1387,82;1218,781;1214,222
76 - Occitanie;     BO - dont grumes certifiées*;312,652;506,121;636,722;662,897;619,944;603,04;560,235;581,881;507,34;552,692;536,517;704,026;747,985;838;737,625;645,523;655,06;620,467;534,846;606,702
76 - Occitanie;     BO - Feuillus;232,271;232,11;228,257;225,058;209,657;188,119;194,151;170,239;155,67;172,906;203,543;230,745;239,593;256,448;247,348;215,739;216,213;207,102;172,465;209,794
76 - Occitanie;          BO - Chêne;66,944;63,299;68,086;59,772;65,115;53,126;49,567;43,128;49,355;59,434;51,227;63,409;71,149;74,686;82,928;69,219;73,528;88,536;90,487;96,817
76 - Occitanie;                BO - Chêne à tranchage et merrain;4,581;4,475;3,359;7,323;21,344;3,653;5,316;6,984;4,888;6,511;6,688;9,97;9,91;7,428;12,43;8,082;7,243;9,24;9,375;9,991
76 - Occitanie;                BO - Chêne à sciages;62,363;58,824;64,727;52,449;43,771;49,473;44,251;36,144;44,467;52,923;44,539;53,439;61,239;67,258;70,498;61,137;66,285;79,296;81,112;86,826
76 - Occitanie;          BO - Hêtre;38,043;39,014;37,053;38,326;24,304;29,187;29,507;26,213;20,907;23,427;20,054;28,893;29,716;42,942;36,392;26,682;26,781;23,402;18,906;25,979
76 - Occitanie;                BO - Hêtre à déroulage;6,816;6,722;6,969;8,882;2,198;5,115;2,167;5,647;2,943;2,83;1,112;1,399;3,711;3,948;7,128;2,257;1,076;0,845;0,808;0,431
76 - Occitanie;                BO - Hêtre à sciages;31,227;32,292;30,084;29,444;22,106;24,072;27,34;20,566;17,964;20,597;18,942;27,494;26,005;38,994;29,264;24,425;25,705;22,557;18,098;25,548
76 - Occitanie;          BO - Châtaignier;26,62;24,61;23,037;19,179;12,621;14,918;12,875;9,841;11,431;12,771;6,414;7,244;7,46;6,749;6,94;5,588;4,901;6,003;6,245;9,715
76 - Occitanie;          BO - Feuillus précieux;6,827;7,774;6,673;7,441;4,823;4,077;4,155;3,744;2,653;2,069;0,978;1,743;2,357;2,622;1,843;1,753;1,865;2,83;2,13;2,013
76 - Occitanie;          BO - Peuplier;87,671;90,39;88,005;97,062;101,086;84,802;93,299;81,323;66,986;64,859;116,71;121,135;117,647;118,22;108,746;105,748;100,154;80,559;48,493;67,935
76 - Occitanie;               BO - Peuplier à déroulage;58,332;68,488;64,586;69,894;79,251;57,777;71,62;58,305;44,117;41,203;100,69;108,252;106,913;101,805;93,223;92,41;85,148;66,035;37,71;59,386
76 - Occitanie;               BO - Peuplier à sciages;29,339;21,902;23,419;27,168;21,835;27,025;21,679;23,018;22,869;23,656;16,02;12,883;10,734;16,415;15,523;13,338;15,006;14,524;10,783;8,549
76 - Occitanie;          BO - Autres feuillus;6,166;7,023;5,403;3,278;1,708;2,009;4,748;5,99;4,338;10,346;8,16;8,321;11,264;11,229;10,499;6,749;8,984;5,772;6,204;7,335
76 - Occitanie;     BO - Conifères;968,425;1112,081;1143,682;1175,191;963,668;1006,136;1018,433;1052,232;1040,426;1124,35;1032,945;1098,908;1140,266;1292,613;1135,98;996,534;1213,311;1180,718;1046,316;1004,428
76 - Occitanie;          BO - Sapin-épicéa (jusqu'en 2018);542,641;627,681;653,82;580,693;574,286;590,567;596,511;652,232;634,943;615,189;521,537;549,366;578,535;631,639;0;0;0;0;0;0
76 - Occitanie;          BO - Sapin (depuis 2019);0;0;0;0;0;0;0;0;0;0;0;0;0;0;315,517;232,361;306,708;243,239;228,989;183,861
76 - Occitanie;          BO - Epicéa (depuis 2019);0;0;0;0;0;0;0;0;0;0;0;0;0;0;214,601;198,447;321,329;356,676;323,198;329,772
76 - Occitanie;          BO - Douglas;141,971;168,646;162,221;221,883;190,663;159,788;180,419;196,118;189,432;223,156;228,523;262,597;287,048;360,115;294,562;301,759;320,508;328,101;268,384;251,899
76 - Occitanie;          BO - Mélèze;8,425;7,101;8,082;9,726;6,465;8,324;4,038;2,96;4,811;6,018;5,69;4,847;4,96;4,216;4,848;3,83;2,295;3,515;4,075;5,197
76 - Occitanie;          BO - Pin maritime;50,27;38,59;33,139;30,546;33,749;25,634;16,749;16,556;23,797;26,075;15,042;20,337;16,822;16,401;41,686;9,526;23,274;16,964;19,957;16,267
76 - Occitanie;               BO - Pin maritime à placages;1,137;0,564;1,734;3,215;3,213;3,252;0,363;0,029;1,728;2,062;1,286;2,749;0,252;0,732;1,294;2,286;3,738;5,144;2,966;4,824
76 - Occitanie;               BO - Pin maritime à sciages;49,133;38,026;31,405;27,331;30,536;22,382;16,386;16,527;22,069;24,013;13,756;17,588;16,57;15,669;40,392;7,24;19,536;11,82;16,991;11,443
76 - Occitanie;          BO - Pin sylvestre;107,267;121,469;137,363;124,749;61,016;80,427;105,01;74,558;65,081;93,843;118,829;111,456;123,007;124,246;104,037;103,684;104,504;98,493;75,601;87,88
76 - Occitanie;          BO - Autres conifères;117,851;148,594;149,057;207,594;97,489;141,396;115,706;109,808;122,362;160,069;143,324;150,305;129,894;155,996;160,729;146,927;134,693;133,73;126,112;129,552
76 - Occitanie;BI - Bois d'industrie;880,707;883,102;899,291;889,708;733,626;663,936;685,73;758,55;768,099;911,496;880,482;911,987;926,518;861,842;883,147;907,86;802,459;712,513;642,223;750,512
76 - Occitanie;   BI - Bois de trituration;862,001;861,214;878,661;866,927;709,1;643,469;666,92;693,481;688,325;862,842;863,036;880,382;891,992;824,626;846,268;877,55;760,25;685,595;620,387;737,81
76 - Occitanie;     BT - dont bois de trituration certifié*;190,735;326,835;351,066;366,227;213,002;223,307;181,262;233,668;181,005;316,453;317,042;365,606;381,23;331,398;352,036;373,014;293,531;282,289;234,469;279,444
76 - Occitanie;     BT - Feuillus;449,496;395,783;432,325;413,04;288,872;260,963;255,025;271,767;237,697;286,833;347,623;355,468;381,846;353,187;381,941;388,029;315,995;311,809;267,793;302,986
76 - Occitanie;     BT - Conifères;412,505;465,431;446,336;453,887;420,228;382,506;411,895;421,714;450,628;576,009;515,413;524,914;510,146;471,439;464,327;489,521;444,255;373,786;352,594;434,824
76 - Occitanie;          BT - Conifères blancs : sapin, épicéa;160,747;169,098;152,169;133,798;103,525;104,905;145,501;152,29;155,456;281,005;207,396;219,23;192,202;210,135;205,587;197,712;198,616;174,677;156,399;238,708
76 - Occitanie;          BT - Pins maritimes;28,016;31,318;23,588;6,139;107,456;89,477;70,986;49,606;53,924;28,507;39,763;67,707;52,647;43,366;46,734;58,771;36,65;37,496;39,561;38,948
76 - Occitanie;          BT - Autres conifères rouges;223,742;265,015;270,579;313,95;209,247;188,124;195,408;219,818;241,248;266,497;268,254;237,977;265,297;217,938;212,006;233,038;208,989;161,613;156,634;157,168
76 - Occitanie;   BI - Autres bois d'industrie;18,706;21,888;20,63;22,781;24,526;20,467;18,81;65,069;79,774;48,654;17,446;31,605;34,526;37,216;36,879;30,31;42,209;26,918;21,836;12,702
76 - Occitanie;     ABI - dont bois d'industrie certifié*;0,608;3,46;2,776;2,331;2,496;3,963;4,477;38,477;46,224;23,85;6,045;11,548;18,822;18,811;22,46;7,269;6,226;7,766;6,982;4,538
76 - Occitanie;     ABI - Feuillus;11,421;17,183;16,404;15,945;12,654;13,753;5,95;6,148;5,386;6,439;8,862;10,512;6,455;6,836;8,696;17,962;13,616;15,51;13,484;10,242
76 - Occitanie;     ABI - Conifères (dont poteaux);7,285;4,705;4,226;6,836;11,872;6,714;12,86;58,921;74,388;42,215;8,584;21,093;28,071;30,38;28,183;12,348;28,593;11,408;8,352;2,46
76 - Occitanie;BE - Bois énergie;306,997;295,869;270,215;322,168;353,348;447,881;533,915;523,431;570,06;554,331;555,794;561,469;508,871;489,638;453,181;474,496;545,645;577,586;636,334;557,369
76 - Occitanie;     BE - dont bois énergie certifié*;33,488;56,027;58,605;61;98,019;103,67;114,072;125,961;166,891;136,107;145,367;152,273;173,316;151,871;150,558;159,353;189,991;193,762;213,87;202,04
76 - Occitanie;     BE - Bois de chauffage commercialisé (bois bûche) (jusqu'en 2010);287,299;280,414;249,349;283,584;282,705;306,832;0;0;0;0;0;0;0;0;0;0;0;0;0;0
76 - Occitanie;     BE - Bois de chauffage cédé gratuitement (jusqu'en 2010);3,293;2,963;2,443;2,408;3,556;2,135;0;0;0;0;0;0;0;0;0;0;0;0;0;0
76 - Occitanie;     BE - Bois ronds > 2 m (dont carbonisation) (depuis 2011);1,466;0,687;0;0,479;8,622;8,227;105,81;103,842;136,241;123,08;165,089;211,443;161,595;175,31;152,595;158,152;173,562;213,271;208,647;157,069
76 - Occitanie;     BE - Bois en rondins et bûches < 2 m (depuis 2011);0;0;0;0;0;0;295,913;298,232;286,256;246,989;242,355;219,24;220,842;204,104;193,534;187,53;195,473;215,476;257,005;281,621
76 - Occitanie;     BE - Plaquettes forestières;14,939;11,805;18,423;35,697;58,465;130,687;132,192;121,357;147,563;184,262;148,35;130,786;126,434;110,224;107,052;128,814;176,61;148,839;170,682;118,679
84 - Auvergne-Rhône-Alpes;RBC - Récolte de bois commercialisé;4064,14;4343,914;4719,701;4558,745;4028,71;4335,385;4732,754;4615,156;4943,074;5208,198;4969,537;5048,156;5313,082;5467,514;5176,949;5138,496;5833,475;5925,505;5961,288;5855,919
84 - Auvergne-Rhône-Alpes;     RBC - dont bois certifié*;527,174;848,364;995,729;1065,71;1260,803;1353,45;1494,777;1437,109;1647,71;1693,309;1686,457;1787,543;1860,869;1981,352;1948,607;1874,789;2050,967;2031,991;2143,557;1925,202
84 - Auvergne-Rhône-Alpes;BO - Bois d’œuvre;3171,253;3437,262;3714,947;3588,261;3104,616;3298,46;3480,977;3403,429;3620,61;3838,909;3588,596;3633,439;3781,914;3967,723;3858,531;3744,738;4401,625;4256,907;4147,102;4158,587
84 - Auvergne-Rhône-Alpes;     BO - dont grumes certifiées*;388,527;626,19;761,684;844,425;996,778;1031,41;1131,952;1118,025;1294,914;1352,39;1299,44;1370,738;1414,745;1514,353;1467,867;1382,791;1586,664;1511,571;1530,087;1336,462
84 - Auvergne-Rhône-Alpes;     BO - Feuillus;334,171;329,101;393,598;336,091;298,782;280,71;276,732;248,004;267,989;291,956;246,828;240,751;276,046;313,13;309,218;260,486;258,205;273,982;258,789;244,025
84 - Auvergne-Rhône-Alpes;          BO - Chêne;120,34;111,472;162,349;135,626;117,789;115,894;120,067;122,197;119,751;113,705;113,3;107,77;128,136;134,664;157,282;139,179;124,021;138,683;142,071;123,704
84 - Auvergne-Rhône-Alpes;                BO - Chêne à tranchage et merrain;18,078;12,645;21,55;22,135;21,776;23,534;32,184;37,17;35,906;28,688;29,315;24,859;29,257;21,027;31,027;31,734;18,874;23,267;27,722;18,154
84 - Auvergne-Rhône-Alpes;                BO - Chêne à sciages;102,262;98,827;140,799;113,491;96,013;92,36;87,883;85,027;83,845;85,017;83,985;82,911;98,879;113,637;126,255;107,445;105,147;115,416;114,349;105,55
84 - Auvergne-Rhône-Alpes;          BO - Hêtre;63,821;45,03;53,407;40,338;58,405;42,739;36,14;31,528;38,594;41,426;22,706;25,263;25,951;36,705;29,868;28,542;29,678;28,917;19,07;15,748
84 - Auvergne-Rhône-Alpes;                BO - Hêtre à déroulage;6,829;7,244;7,91;4,277;8,728;9,645;7,682;9,287;8,531;10,656;2,801;1,019;1,084;7,636;2,909;3,508;2,995;1,604;1,37;0,841
84 - Auvergne-Rhône-Alpes;                BO - Hêtre à sciages;56,992;37,786;45,497;36,061;49,677;33,094;28,458;22,241;30,063;30,77;19,905;24,244;24,867;29,069;26,959;25,034;26,683;27,313;17,7;14,907
84 - Auvergne-Rhône-Alpes;          BO - Châtaignier;10,976;11,565;12,817;7,124;5,266;7,164;10,776;7,238;6,917;5,149;4,051;4,409;6,882;5,86;10,512;6,619;6,941;5,541;3,667;3,124
84 - Auvergne-Rhône-Alpes;          BO - Feuillus précieux;8,342;8,671;7,221;5,655;5,329;6,175;5,08;3,575;3,892;4,437;4,467;4,941;5,031;6,128;4,11;4,842;6,023;7,871;8,326;4,766
84 - Auvergne-Rhône-Alpes;          BO - Peuplier;116,319;131,27;151,754;138,302;104,601;100,448;90,614;71,206;84,457;106,479;90,348;87,592;93,315;118,766;96,331;70,758;82,368;86,124;78,044;89,023
84 - Auvergne-Rhône-Alpes;               BO - Peuplier à déroulage;83,464;89,827;109,266;98,68;75,997;57,023;52,803;38,83;50,108;61,258;53,823;51,357;58,299;91,745;71,151;54,491;47,404;56,82;61,298;70,268
84 - Auvergne-Rhône-Alpes;               BO - Peuplier à sciages;32,855;41,443;42,488;39,622;28,604;43,425;37,811;32,376;34,349;45,221;36,525;36,235;35,016;27,021;25,18;16,267;34,964;29,304;16,746;18,755
84 - Auvergne-Rhône-Alpes;          BO - Autres feuillus;14,373;21,093;6,05;9,046;7,392;8,29;14,055;12,26;14,378;20,76;11,956;10,776;16,731;11,007;11,115;10,546;9,174;6,846;7,611;7,66
84 - Auvergne-Rhône-Alpes;     BO - Conifères;2837,082;3108,161;3321,349;3252,17;2805,834;3017,75;3204,245;3155,425;3352,621;3546,953;3341,768;3392,688;3505,868;3654,593;3549,313;3484,252;4143,42;3982,925;3888,313;3914,562
84 - Auvergne-Rhône-Alpes;          BO - Sapin-épicéa (jusqu'en 2018);2043,809;2243,018;2282,814;2247,378;1988,268;2115,318;2271,102;2214,979;2297,701;2390,616;2234,934;2213,537;2239,17;2276,831;0;0;0;0;0;0
84 - Auvergne-Rhône-Alpes;          BO - Sapin (depuis 2019);0;0;0;0;0;0;0;0;0;0;0;0;0;0;1286,258;1007,74;1268,99;1311,983;1276,855;1264,101
84 - Auvergne-Rhône-Alpes;          BO - Epicéa (depuis 2019);0;0;0;0;0;0;0;0;0;0;0;0;0;0;859,11;982,303;1286,689;1271,172;1347,831;1299,035
84 - Auvergne-Rhône-Alpes;          BO - Douglas;471,103;521,857;595,725;630,832;514,9;586,787;598,785;650,896;741,641;797,514;784,458;863,588;959,855;1038,266;1114,33;1237,772;1280,246;1102,018;997,523;1088,988
84 - Auvergne-Rhône-Alpes;          BO - Mélèze;11,807;10,828;20,597;9,313;20,873;15,223;26,305;17,508;13,832;14,659;12,436;13,976;13,254;14,162;10,866;12,755;13,466;13,848;11,907;8,568
84 - Auvergne-Rhône-Alpes;          BO - Pin maritime;6,05;2,898;6,568;5,488;5,932;2,453;3,637;4,917;11,916;5,276;6,449;4,573;2,822;2,916;1,482;0,346;0,913;1,341;0,982;0,638
84 - Auvergne-Rhône-Alpes;               BO - Pin maritime à placages;0,538;0,223;0,042;0,132;0;0,048;0;0;0,098;0;0;0,128;0,087;0;0;0;0,482;0;0,315;0,035
84 - Auvergne-Rhône-Alpes;               BO - Pin maritime à sciages;5,512;2,675;6,526;5,356;5,932;2,405;3,637;4,917;11,818;5,276;6,449;4,445;2,735;2,916;1,482;0,346;0,431;1,341;0,667;0,603
84 - Auvergne-Rhône-Alpes;          BO - Pin sylvestre;232,093;264,654;312,294;257,023;196,339;218,688;207,613;202,056;215,309;222,048;232,422;231,969;221,536;233,785;180,795;160,122;206,731;201,747;190,722;167,01
84 - Auvergne-Rhône-Alpes;          BO - Autres conifères;72,22;64,906;103,351;102,136;79,522;79,281;96,803;65,069;72,222;116,84;71,069;65,045;69,231;88,633;96,472;83,214;86,385;80,816;62,493;86,222
84 - Auvergne-Rhône-Alpes;BI - Bois d'industrie;575,421;560,264;696,319;617,822;489,294;535,442;581,062;575,942;578,864;592,681;539,206;553,65;613,469;582,717;576,808;542,683;555,232;575,049;645,955;611,86
84 - Auvergne-Rhône-Alpes;   BI - Bois de trituration;489,255;471,336;606,905;532,223;403,087;478,597;488,851;416,993;432,963;476,436;456,689;471,552;522,072;501,466;507,92;473,664;460,766;472,982;553,502;532,542
84 - Auvergne-Rhône-Alpes;     BT - dont bois de trituration certifié*;101,45;148,489;183,978;160,089;129,712;175,674;179,646;115,137;122,846;117,943;152,646;179,501;183,557;186,242;217,811;186,018;184,322;188,965;239,226;231,671
84 - Auvergne-Rhône-Alpes;     BT - Feuillus;91,705;81,518;68,157;95,624;64,199;80,942;84,231;85,204;85,658;87,932;84,327;78,793;86,511;94,104;101,73;84,392;61,399;76,61;82,537;76,731
84 - Auvergne-Rhône-Alpes;     BT - Conifères;397,55;389,818;538,748;436,599;338,888;397,655;404,62;331,789;347,305;388,504;372,362;392,759;435,561;407,362;406,19;389,272;399,367;396,372;470,965;455,811
84 - Auvergne-Rhône-Alpes;          BT - Conifères blancs : sapin, épicéa;175,274;159,526;258,365;228,368;192,604;287,146;282,555;175,267;172,464;189,282;204,611;195,543;242,884;229,462;201,762;179,978;194,793;191,481;240,162;229,573
84 - Auvergne-Rhône-Alpes;          BT - Pins maritimes;8,776;12,19;22,016;13,504;9,165;6,375;13,711;20,014;22,535;16,422;13,398;30,814;15,059;15,757;11,954;10,054;10,178;12,427;14,566;2,866
84 - Auvergne-Rhône-Alpes;          BT - Autres conifères rouges;213,5;218,102;258,367;194,727;137,119;104,134;108,354;136,508;152,306;182,8;154,353;166,402;177,618;162,143;192,474;199,24;194,396;192,464;216,237;223,372
84 - Auvergne-Rhône-Alpes;   BI - Autres bois d'industrie;86,166;88,928;89,414;85,599;86,207;56,845;92,211;158,949;145,901;116,245;82,517;82,098;91,397;81,251;68,888;69,019;94,466;102,067;92,453;79,318
84 - Auvergne-Rhône-Alpes;     ABI - dont bois d'industrie certifié*;4,499;12,196;5,143;11,079;10,81;8,8;15,981;64,294;77,008;38,807;27,215;23,651;9,236;6,679;10,438;11,243;9,737;6,299;17,591;12,005
84 - Auvergne-Rhône-Alpes;     ABI - Feuillus;51,748;50,158;54,163;63,402;58,882;29,948;44,217;63,585;46,117;51,71;37,817;25,585;32,413;29,444;31,9;34,878;38,429;34,448;52,866;41,071
84 - Auvergne-Rhône-Alpes;     ABI - Conifères (dont poteaux);34,418;38,77;35,251;22,197;27,325;26,897;47,994;95,364;99,784;64,535;44,7;56,513;58,984;51,807;36,988;34,141;56,037;67,619;39,587;38,247
84 - Auvergne-Rhône-Alpes;BE - Bois énergie;317,466;346,388;308,435;352,662;434,8;501,483;670,715;635,785;743,6;776,608;841,735;861,067;917,699;917,074;741,61;851,075;876,618;1093,549;1168,231;1085,472
84 - Auvergne-Rhône-Alpes;     BE - dont bois énergie certifié*;32,698;61,489;44,924;50,117;123,503;137,566;167,198;139,653;152,942;184,169;207,156;213,653;253,331;274,078;252,491;294,737;270,244;325,156;356,653;345,064
84 - Auvergne-Rhône-Alpes;     BE - Bois de chauffage commercialisé (bois bûche) (jusqu'en 2010);285,133;302,305;251,234;280,618;337,441;343,201;0;0;0;0;0;0;0;0;0;0;0;0;0;0
84 - Auvergne-Rhône-Alpes;     BE - Bois de chauffage cédé gratuitement (jusqu'en 2010);5,179;5,224;6,384;4,013;3,832;2,954;0;0;0;0;0;0;0;0;0;0;0;0;0;0
84 - Auvergne-Rhône-Alpes;     BE - Bois ronds > 2 m (dont carbonisation) (depuis 2011);0,47;4,218;12,433;14,135;11,383;11,777;196,643;173,33;196,266;217,721;207,95;161,35;241,107;326,704;221,704;327,271;292,643;352,424;392,48;329,979
84 - Auvergne-Rhône-Alpes;     BE - Bois en rondins et bûches < 2 m (depuis 2011);0;0;0;0;0;0;281,902;309,569;306,06;250,046;225,852;243,068;256,691;243,137;219,716;218,128;251,121;286,85;287,687;246,361
84 - Auvergne-Rhône-Alpes;     BE - Plaquettes forestières;26,684;34,641;38,384;53,896;82,144;143,551;192,17;152,886;241,274;308,841;407,933;456,649;419,901;347,233;300,19;305,676;332,854;454,275;488,064;509,132
93 - Provence-Alpes-Côte d'Azur;RBC - Récolte de bois commercialisé;662,617;668,104;620,086;625,296;587,1;560,306;720,337;718,786;725,467;724,981;718,885;786,849;784,079;872,607;857,454;638,313;708,151;701,711;637,628;566,629
93 - Provence-Alpes-Côte d'Azur;     RBC - dont bois certifié*;223,216;318,927;327,77;283,314;239,265;199,307;238,732;226,13;191,845;176,009;210,224;225,685;275,953;301,608;227,037;261,526;262,971;217,846;187,657;242,045
